"Commonwealth_Electoral_Division_Name","State","payment_type","amount"
"Ryan","Queensland","pensioner_concession_card",12968
"Wide Bay","Queensland","pensioner_concession_card",37935
"Wright","Queensland","pensioner_concession_card",24938
"Adelaide","South Australia","pensioner_concession_card",24579
"Barker","South Australia","pensioner_concession_card",33978
"Boothby","South Australia","pensioner_concession_card",25331
"Grey","South Australia","pensioner_concession_card",36943
"Hindmarsh","South Australia","pensioner_concession_card",31219
"Kingston","South Australia","pensioner_concession_card",31588
"Makin","South Australia","pensioner_concession_card",28458
"Mayo","South Australia","pensioner_concession_card",27576
"Port Adelaide","South Australia","pensioner_concession_card",37473
"Sturt","South Australia","pensioner_concession_card",28338
"Wakefield","South Australia","pensioner_concession_card",37713
"Brand","Western Australia","pensioner_concession_card",26895
"Canning","Western Australia","pensioner_concession_card",29645
"Cowan","Western Australia","pensioner_concession_card",19247
"Curtin","Western Australia","pensioner_concession_card",12500
"Durack","Western Australia","pensioner_concession_card",21642
"Forrest","Western Australia","pensioner_concession_card",24950
"Fremantle","Western Australia","pensioner_concession_card",21942
"Hasluck","Western Australia","pensioner_concession_card",24766
"Moore","Western Australia","pensioner_concession_card",14591
"O'Connor","Western Australia","pensioner_concession_card",24887
"Pearce","Western Australia","pensioner_concession_card",22340
"Perth","Western Australia","pensioner_concession_card",22124
"Stirling","Western Australia","pensioner_concession_card",23326
"Swan","Western Australia","pensioner_concession_card",22474
"Tangney","Western Australia","pensioner_concession_card",14685
"Bass","Tasmania","pensioner_concession_card",23056
"Braddon","Tasmania","pensioner_concession_card",26586
"Denison","Tasmania","pensioner_concession_card",20607
"Franklin","Tasmania","pensioner_concession_card",21812
"Lyons","Tasmania","pensioner_concession_card",27867
"Lingiari","Northern Territory","pensioner_concession_card",14610
"Solomon","Northern Territory","pensioner_concession_card",10132
"Canberra","Australian Capital Territory","pensioner_concession_card",18747
"Fraser","Australian Capital Territory","pensioner_concession_card",18865
"Unknown","Unknown","commonwealth_seniors_health_card",557
"Banks","New South Wales","commonwealth_seniors_health_card",2417
"Barton","New South Wales","commonwealth_seniors_health_card",2373
"Bennelong","New South Wales","commonwealth_seniors_health_card",3004
"Berowra","New South Wales","commonwealth_seniors_health_card",3203
"Blaxland","New South Wales","commonwealth_seniors_health_card",938
"Bradfield","New South Wales","commonwealth_seniors_health_card",5133
"Calare","New South Wales","commonwealth_seniors_health_card",2113
"Charlton","New South Wales","commonwealth_seniors_health_card",1477
"Chifley","New South Wales","commonwealth_seniors_health_card",519
"Cook","New South Wales","commonwealth_seniors_health_card",3405
"Cowper","New South Wales","commonwealth_seniors_health_card",1791
"Cunningham","New South Wales","commonwealth_seniors_health_card",2101
"Dobell","New South Wales","commonwealth_seniors_health_card",1579
"Eden-Monaro","New South Wales","commonwealth_seniors_health_card",2370
"Farrer","New South Wales","commonwealth_seniors_health_card",2144
"Fowler","New South Wales","commonwealth_seniors_health_card",442
"Gilmore","New South Wales","commonwealth_seniors_health_card",2290
"Grayndler","New South Wales","commonwealth_seniors_health_card",1386
"Greenway","New South Wales","commonwealth_seniors_health_card",946
"Hughes","New South Wales","commonwealth_seniors_health_card",1541
"Hume","New South Wales","commonwealth_seniors_health_card",2355
"Hunter","New South Wales","commonwealth_seniors_health_card",1161
"Kingsford Smith","New South Wales","commonwealth_seniors_health_card",2533
"Lindsay","New South Wales","commonwealth_seniors_health_card",894
"Lyne","New South Wales","commonwealth_seniors_health_card",2228
"Macarthur","New South Wales","commonwealth_seniors_health_card",882
"Mackellar","New South Wales","commonwealth_seniors_health_card",4109
"Macquarie","New South Wales","commonwealth_seniors_health_card",1861
"McMahon","New South Wales","commonwealth_seniors_health_card",991
"Mitchell","New South Wales","commonwealth_seniors_health_card",2560
"New England","New South Wales","commonwealth_seniors_health_card",2329
"Newcastle","New South Wales","commonwealth_seniors_health_card",1323
"North Sydney","New South Wales","commonwealth_seniors_health_card",3700
"Page","New South Wales","commonwealth_seniors_health_card",2172
"Parkes","New South Wales","commonwealth_seniors_health_card",2238
"Parramatta","New South Wales","commonwealth_seniors_health_card",1496
"Paterson","New South Wales","commonwealth_seniors_health_card",2207
"Reid","New South Wales","commonwealth_seniors_health_card",2247
"Richmond","New South Wales","commonwealth_seniors_health_card",2090
"Riverina","New South Wales","commonwealth_seniors_health_card",2471
"Robertson","New South Wales","commonwealth_seniors_health_card",2181
"Shortland","New South Wales","commonwealth_seniors_health_card",1538
"Sydney","New South Wales","commonwealth_seniors_health_card",1312
"Throsby","New South Wales","commonwealth_seniors_health_card",1690
"Warringah","New South Wales","commonwealth_seniors_health_card",3872
"Watson","New South Wales","commonwealth_seniors_health_card",1533
"Wentworth","New South Wales","commonwealth_seniors_health_card",2948
"Werriwa","New South Wales","commonwealth_seniors_health_card",700
"Aston","Victoria","commonwealth_seniors_health_card",1326
"Ballarat","Victoria","commonwealth_seniors_health_card",1555
"Batman","Victoria","commonwealth_seniors_health_card",1399
"Bendigo","Victoria","commonwealth_seniors_health_card",1805
"Bruce","Victoria","commonwealth_seniors_health_card",2550
"Calwell","Victoria","commonwealth_seniors_health_card",800
"Casey","Victoria","commonwealth_seniors_health_card",1466
"Chisholm","Victoria","commonwealth_seniors_health_card",3200
"Corangamite","Victoria","commonwealth_seniors_health_card",2573
"Corio","Victoria","commonwealth_seniors_health_card",1422
"Deakin","Victoria","commonwealth_seniors_health_card",2668
"Dunkley","Victoria","commonwealth_seniors_health_card",2061
"Flinders","Victoria","commonwealth_seniors_health_card",3033
"Gellibrand","Victoria","commonwealth_seniors_health_card",1186
"Gippsland","Victoria","commonwealth_seniors_health_card",2073
"Goldstein","Victoria","commonwealth_seniors_health_card",3846
"Gorton","Victoria","commonwealth_seniors_health_card",437
"Higgins","Victoria","commonwealth_seniors_health_card",3004
"Holt","Victoria","commonwealth_seniors_health_card",609
"Hotham","Victoria","commonwealth_seniors_health_card",1759
"Indi","Victoria","commonwealth_seniors_health_card",2329
"Isaacs","Victoria","commonwealth_seniors_health_card",1482
"Jagajaga","Victoria","commonwealth_seniors_health_card",2646
"Kooyong","Victoria","commonwealth_seniors_health_card",4122
"La Trobe","Victoria","commonwealth_seniors_health_card",1302
"Lalor","Victoria","commonwealth_seniors_health_card",835
"Mallee","Victoria","commonwealth_seniors_health_card",2412
"Maribyrnong","Victoria","commonwealth_seniors_health_card",1645
"McEwen","Victoria","commonwealth_seniors_health_card",1373
"McMillan","Victoria","commonwealth_seniors_health_card",2355
"Melbourne","Victoria","commonwealth_seniors_health_card",1345
"Melbourne Ports","Victoria","commonwealth_seniors_health_card",2361
"Menzies","Victoria","commonwealth_seniors_health_card",4159
"Murray","Victoria","commonwealth_seniors_health_card",2251
"Scullin","Victoria","commonwealth_seniors_health_card",1135
"Wannon","Victoria","commonwealth_seniors_health_card",2254
"Wills","Victoria","commonwealth_seniors_health_card",1304
"Blair","Queensland","commonwealth_seniors_health_card",953
"Bonner","Queensland","commonwealth_seniors_health_card",1975
"Bowman","Queensland","commonwealth_seniors_health_card",1776
"Brisbane","Queensland","commonwealth_seniors_health_card",1708
"Capricornia","Queensland","commonwealth_seniors_health_card",1412
"Dawson","Queensland","commonwealth_seniors_health_card",1845
"Dickson","Queensland","commonwealth_seniors_health_card",1315
"Fadden","Queensland","commonwealth_seniors_health_card",1876
"Fairfax","Queensland","commonwealth_seniors_health_card",2290
"Fisher","Queensland","commonwealth_seniors_health_card",2336
"Flynn","Queensland","commonwealth_seniors_health_card",1559
"Forde","Queensland","commonwealth_seniors_health_card",776
"Griffith","Queensland","commonwealth_seniors_health_card",1482
"Groom","Queensland","commonwealth_seniors_health_card",2004
"Herbert","Queensland","commonwealth_seniors_health_card",1070
"Hinkler","Queensland","commonwealth_seniors_health_card",1647
"Kennedy","Queensland","commonwealth_seniors_health_card",2147
"Leichhardt","Queensland","commonwealth_seniors_health_card",1378
"Lilley","Queensland","commonwealth_seniors_health_card",1884
"Longman","Queensland","commonwealth_seniors_health_card",1243
"Maranoa","Queensland","commonwealth_seniors_health_card",2571
"McPherson","Queensland","commonwealth_seniors_health_card",1962
"Moncrieff","Queensland","commonwealth_seniors_health_card",2268
"Moreton","Queensland","commonwealth_seniors_health_card",2042
"Oxley","Queensland","commonwealth_seniors_health_card",855
"Petrie","Queensland","commonwealth_seniors_health_card",1499
"Rankin","Queensland","commonwealth_seniors_health_card",792
"Ryan","Queensland","commonwealth_seniors_health_card",3090
"Wide Bay","Queensland","commonwealth_seniors_health_card",2188
"Wright","Queensland","commonwealth_seniors_health_card",1577
"Adelaide","South Australia","commonwealth_seniors_health_card",1974
"Barker","South Australia","commonwealth_seniors_health_card",2178
"Boothby","South Australia","commonwealth_seniors_health_card",2554
"Grey","South Australia","commonwealth_seniors_health_card",1708
"Hindmarsh","South Australia","commonwealth_seniors_health_card",2271
"Kingston","South Australia","commonwealth_seniors_health_card",713
"Makin","South Australia","commonwealth_seniors_health_card",935
"Mayo","South Australia","commonwealth_seniors_health_card",2481
"Port Adelaide","South Australia","commonwealth_seniors_health_card",596
"Sturt","South Australia","commonwealth_seniors_health_card",2874
"Wakefield","South Australia","commonwealth_seniors_health_card",1016
"Brand","Western Australia","commonwealth_seniors_health_card",1112
"Canning","Western Australia","commonwealth_seniors_health_card",1895
"Cowan","Western Australia","commonwealth_seniors_health_card",1087
"Curtin","Western Australia","commonwealth_seniors_health_card",3706
"Durack","Western Australia","commonwealth_seniors_health_card",1214
"Forrest","Western Australia","commonwealth_seniors_health_card",2219
"Fremantle","Western Australia","commonwealth_seniors_health_card",1720
"Hasluck","Western Australia","commonwealth_seniors_health_card",1402
"Moore","Western Australia","commonwealth_seniors_health_card",1800
"O'Connor","Western Australia","commonwealth_seniors_health_card",2561
"Pearce","Western Australia","commonwealth_seniors_health_card",1851
"Perth","Western Australia","commonwealth_seniors_health_card",1413
"Stirling","Western Australia","commonwealth_seniors_health_card",2076
"Swan","Western Australia","commonwealth_seniors_health_card",1686
"Tangney","Western Australia","commonwealth_seniors_health_card",2905
"Bass","Tasmania","commonwealth_seniors_health_card",933
"Braddon","Tasmania","commonwealth_seniors_health_card",846
