"Commonwealth_Electoral_Division_Name","State","payment_type","amount"
"Blaxland","New South Wales","wife_pension__age_",145
"Bradfield","New South Wales","wife_pension__age_",20
"Calare","New South Wales","wife_pension__age_",44
"Charlton","New South Wales","wife_pension__age_",60
"Chifley","New South Wales","wife_pension__age_",101
"Cook","New South Wales","wife_pension__age_",20
"Cowper","New South Wales","wife_pension__age_",101
"Cunningham","New South Wales","wife_pension__age_",42
"Dobell","New South Wales","wife_pension__age_",50
"Eden-Monaro","New South Wales","wife_pension__age_",50
"Farrer","New South Wales","wife_pension__age_",74
"Fowler","New South Wales","wife_pension__age_",99
"Gilmore","New South Wales","wife_pension__age_",48
"Grayndler","New South Wales","wife_pension__age_",66
"Greenway","New South Wales","wife_pension__age_",53
"Hughes","New South Wales","wife_pension__age_",25
"Hume","New South Wales","wife_pension__age_",66
"Hunter","New South Wales","wife_pension__age_",72
"Kingsford Smith","New South Wales","wife_pension__age_",40
"Lindsay","New South Wales","wife_pension__age_",60
"Lyne","New South Wales","wife_pension__age_",73
"Macarthur","New South Wales","wife_pension__age_",56
"Mackellar","New South Wales","wife_pension__age_",20
"Macquarie","New South Wales","wife_pension__age_",20
"McMahon","New South Wales","wife_pension__age_",98
"Mitchell","New South Wales","wife_pension__age_",20
"New England","New South Wales","wife_pension__age_",76
"Newcastle","New South Wales","wife_pension__age_",50
"North Sydney","New South Wales","wife_pension__age_",20
"Page","New South Wales","wife_pension__age_",71
"Parkes","New South Wales","wife_pension__age_",73
"Parramatta","New South Wales","wife_pension__age_",83
"Paterson","New South Wales","wife_pension__age_",56
"Reid","New South Wales","wife_pension__age_",75
"Richmond","New South Wales","wife_pension__age_",61
"Riverina","New South Wales","wife_pension__age_",46
"Robertson","New South Wales","wife_pension__age_",35
"Shortland","New South Wales","wife_pension__age_",55
"Sydney","New South Wales","wife_pension__age_",21
"Throsby","New South Wales","wife_pension__age_",73
"Warringah","New South Wales","wife_pension__age_",20
"Watson","New South Wales","wife_pension__age_",178
"Wentworth","New South Wales","wife_pension__age_",20
"Werriwa","New South Wales","wife_pension__age_",75
"Aston","Victoria","wife_pension__age_",23
"Ballarat","Victoria","wife_pension__age_",54
"Batman","Victoria","wife_pension__age_",103
"Bendigo","Victoria","wife_pension__age_",52
"Bruce","Victoria","wife_pension__age_",60
"Calwell","Victoria","wife_pension__age_",139
"Casey","Victoria","wife_pension__age_",21
"Chisholm","Victoria","wife_pension__age_",36
"Corangamite","Victoria","wife_pension__age_",27
"Corio","Victoria","wife_pension__age_",55
"Deakin","Victoria","wife_pension__age_",21
"Dunkley","Victoria","wife_pension__age_",23
"Flinders","Victoria","wife_pension__age_",31
"Gellibrand","Victoria","wife_pension__age_",84
"Gippsland","Victoria","wife_pension__age_",52
"Goldstein","Victoria","wife_pension__age_",20
"Gorton","Victoria","wife_pension__age_",80
"Higgins","Victoria","wife_pension__age_",20
"Holt","Victoria","wife_pension__age_",57
"Hotham","Victoria","wife_pension__age_",62
"Indi","Victoria","wife_pension__age_",46
"Isaacs","Victoria","wife_pension__age_",32
"Jagajaga","Victoria","wife_pension__age_",27
"Kooyong","Victoria","wife_pension__age_",20
"La Trobe","Victoria","wife_pension__age_",20
"Lalor","Victoria","wife_pension__age_",53
"Mallee","Victoria","wife_pension__age_",67
"Maribyrnong","Victoria","wife_pension__age_",103
"McEwen","Victoria","wife_pension__age_",43
"McMillan","Victoria","wife_pension__age_",51
"Melbourne","Victoria","wife_pension__age_",20
"Melbourne Ports","Victoria","wife_pension__age_",20
"Menzies","Victoria","wife_pension__age_",25
"Murray","Victoria","wife_pension__age_",67
"Scullin","Victoria","wife_pension__age_",116
"Wannon","Victoria","wife_pension__age_",60
"Wills","Victoria","wife_pension__age_",111
"Blair","Queensland","wife_pension__age_",59
"Bonner","Queensland","wife_pension__age_",30
"Bowman","Queensland","wife_pension__age_",43
"Brisbane","Queensland","wife_pension__age_",20
"Capricornia","Queensland","wife_pension__age_",28
"Dawson","Queensland","wife_pension__age_",47
"Dickson","Queensland","wife_pension__age_",22
"Fadden","Queensland","wife_pension__age_",42
"Fairfax","Queensland","wife_pension__age_",36
"Fisher","Queensland","wife_pension__age_",38
"Flynn","Queensland","wife_pension__age_",54
"Forde","Queensland","wife_pension__age_",44
"Griffith","Queensland","wife_pension__age_",20
"Groom","Queensland","wife_pension__age_",49
"Herbert","Queensland","wife_pension__age_",28
"Hinkler","Queensland","wife_pension__age_",100
"Kennedy","Queensland","wife_pension__age_",61
"Leichhardt","Queensland","wife_pension__age_",29
"Lilley","Queensland","wife_pension__age_",22
"Longman","Queensland","wife_pension__age_",81
"Maranoa","Queensland","wife_pension__age_",88
"McPherson","Queensland","wife_pension__age_",34
"Moncrieff","Queensland","wife_pension__age_",31
"Moreton","Queensland","wife_pension__age_",20
"Oxley","Queensland","wife_pension__age_",30
"Petrie","Queensland","wife_pension__age_",47
"Rankin","Queensland","wife_pension__age_",64
"Ryan","Queensland","wife_pension__age_",20
"Wide Bay","Queensland","wife_pension__age_",89
"Wright","Queensland","wife_pension__age_",41
"Adelaide","South Australia","wife_pension__age_",41
"Barker","South Australia","wife_pension__age_",72
"Boothby","South Australia","wife_pension__age_",36
"Grey","South Australia","wife_pension__age_",73
"Hindmarsh","South Australia","wife_pension__age_",64
"Kingston","South Australia","wife_pension__age_",55
"Makin","South Australia","wife_pension__age_",55
"Mayo","South Australia","wife_pension__age_",44
"Port Adelaide","South Australia","wife_pension__age_",106
"Sturt","South Australia","wife_pension__age_",45
"Wakefield","South Australia","wife_pension__age_",78
"Brand","Western Australia","wife_pension__age_",63
"Canning","Western Australia","wife_pension__age_",48
"Cowan","Western Australia","wife_pension__age_",51
"Curtin","Western Australia","wife_pension__age_",20
"Durack","Western Australia","wife_pension__age_",33
"Forrest","Western Australia","wife_pension__age_",43
"Fremantle","Western Australia","wife_pension__age_",64
"Hasluck","Western Australia","wife_pension__age_",51
"Moore","Western Australia","wife_pension__age_",20
"O'Connor","Western Australia","wife_pension__age_",39
"Pearce","Western Australia","wife_pension__age_",47
"Perth","Western Australia","wife_pension__age_",55
"Stirling","Western Australia","wife_pension__age_",45
"Swan","Western Australia","wife_pension__age_",28
"Tangney","Western Australia","wife_pension__age_",20
"Bass","Tasmania","wife_pension__age_",56
"Braddon","Tasmania","wife_pension__age_",69
"Denison","Tasmania","wife_pension__age_",27
"Franklin","Tasmania","wife_pension__age_",49
"Lyons","Tasmania","wife_pension__age_",82
"Lingiari","Northern Territory","wife_pension__age_",20
"Solomon","Northern Territory","wife_pension__age_",20
"Canberra","Australian Capital Territory","wife_pension__age_",23
"Fraser","Australian Capital Territory","wife_pension__age_",20
"Unknown","Unknown","wife_pension__dsp_",368
"Banks","New South Wales","wife_pension__dsp_",33
"Barton","New South Wales","wife_pension__dsp_",31
"Bennelong","New South Wales","wife_pension__dsp_",20
"Berowra","New South Wales","wife_pension__dsp_",20
"Blaxland","New South Wales","wife_pension__dsp_",102
"Bradfield","New South Wales","wife_pension__dsp_",20
"Calare","New South Wales","wife_pension__dsp_",65
"Charlton","New South Wales","wife_pension__dsp_",78
"Chifley","New South Wales","wife_pension__dsp_",90
"Cook","New South Wales","wife_pension__dsp_",20
"Cowper","New South Wales","wife_pension__dsp_",125
"Cunningham","New South Wales","wife_pension__dsp_",33
"Dobell","New South Wales","wife_pension__dsp_",54
"Eden-Monaro","New South Wales","wife_pension__dsp_",64
"Farrer","New South Wales","wife_pension__dsp_",90
"Fowler","New South Wales","wife_pension__dsp_",70
"Gilmore","New South Wales","wife_pension__dsp_",83
"Grayndler","New South Wales","wife_pension__dsp_",23
"Greenway","New South Wales","wife_pension__dsp_",41
"Hughes","New South Wales","wife_pension__dsp_",20
"Hume","New South Wales","wife_pension__dsp_",61
"Hunter","New South Wales","wife_pension__dsp_",95
"Kingsford Smith","New South Wales","wife_pension__dsp_",20
"Lindsay","New South Wales","wife_pension__dsp_",58
"Lyne","New South Wales","wife_pension__dsp_",105
"Macarthur","New South Wales","wife_pension__dsp_",37
"Mackellar","New South Wales","wife_pension__dsp_",20
"Macquarie","New South Wales","wife_pension__dsp_",44
"McMahon","New South Wales","wife_pension__dsp_",64
"Mitchell","New South Wales","wife_pension__dsp_",20
"New England","New South Wales","wife_pension__dsp_",90
"Newcastle","New South Wales","wife_pension__dsp_",37
"North Sydney","New South Wales","wife_pension__dsp_",20
"Page","New South Wales","wife_pension__dsp_",118
"Parkes","New South Wales","wife_pension__dsp_",75
"Parramatta","New South Wales","wife_pension__dsp_",58
"Paterson","New South Wales","wife_pension__dsp_",86
"Reid","New South Wales","wife_pension__dsp_",34
"Richmond","New South Wales","wife_pension__dsp_",77
"Riverina","New South Wales","wife_pension__dsp_",58
"Robertson","New South Wales","wife_pension__dsp_",43
"Shortland","New South Wales","wife_pension__dsp_",69
"Sydney","New South Wales","wife_pension__dsp_",20
"Throsby","New South Wales","wife_pension__dsp_",55
"Warringah","New South Wales","wife_pension__dsp_",20
"Watson","New South Wales","wife_pension__dsp_",80
"Wentworth","New South Wales","wife_pension__dsp_",20
"Werriwa","New South Wales","wife_pension__dsp_",59
"Aston","Victoria","wife_pension__dsp_",20
"Ballarat","Victoria","wife_pension__dsp_",63
"Batman","Victoria","wife_pension__dsp_",43
"Bendigo","Victoria","wife_pension__dsp_",69
"Bruce","Victoria","wife_pension__dsp_",33
"Calwell","Victoria","wife_pension__dsp_",100
"Casey","Victoria","wife_pension__dsp_",35
"Chisholm","Victoria","wife_pension__dsp_",20
"Corangamite","Victoria","wife_pension__dsp_",40
"Corio","Victoria","wife_pension__dsp_",46
"Deakin","Victoria","wife_pension__dsp_",20
"Dunkley","Victoria","wife_pension__dsp_",24
"Flinders","Victoria","wife_pension__dsp_",35
"Gellibrand","Victoria","wife_pension__dsp_",60
"Gippsland","Victoria","wife_pension__dsp_",75
"Goldstein","Victoria","wife_pension__dsp_",20
"Gorton","Victoria","wife_pension__dsp_",123
"Higgins","Victoria","wife_pension__dsp_",20
"Holt","Victoria","wife_pension__dsp_",42
"Hotham","Victoria","wife_pension__dsp_",36
"Indi","Victoria","wife_pension__dsp_",59
"Isaacs","Victoria","wife_pension__dsp_",20
"Jagajaga","Victoria","wife_pension__dsp_",20
"Kooyong","Victoria","wife_pension__dsp_",20
"La Trobe","Victoria","wife_pension__dsp_",20
"Lalor","Victoria","wife_pension__dsp_",57
"Mallee","Victoria","wife_pension__dsp_",77
"Maribyrnong","Victoria","wife_pension__dsp_",57
"McEwen","Victoria","wife_pension__dsp_",47
"McMillan","Victoria","wife_pension__dsp_",60
"Melbourne","Victoria","wife_pension__dsp_",20
"Melbourne Ports","Victoria","wife_pension__dsp_",20
"Menzies","Victoria","wife_pension__dsp_",20
"Murray","Victoria","wife_pension__dsp_",90
"Scullin","Victoria","wife_pension__dsp_",75
"Wannon","Victoria","wife_pension__dsp_",77
"Wills","Victoria","wife_pension__dsp_",67
"Blair","Queensland","wife_pension__dsp_",110
"Bonner","Queensland","wife_pension__dsp_",25
"Bowman","Queensland","wife_pension__dsp_",52
"Brisbane","Queensland","wife_pension__dsp_",20
"Capricornia","Queensland","wife_pension__dsp_",61
"Dawson","Queensland","wife_pension__dsp_",53
"Dickson","Queensland","wife_pension__dsp_",31
"Fadden","Queensland","wife_pension__dsp_",26
"Fairfax","Queensland","wife_pension__dsp_",47
"Fisher","Queensland","wife_pension__dsp_",40
"Flynn","Queensland","wife_pension__dsp_",94
"Forde","Queensland","wife_pension__dsp_",59
"Griffith","Queensland","wife_pension__dsp_",20
"Groom","Queensland","wife_pension__dsp_",65
"Herbert","Queensland","wife_pension__dsp_",32
"Hinkler","Queensland","wife_pension__dsp_",133
"Kennedy","Queensland","wife_pension__dsp_",91
"Leichhardt","Queensland","wife_pension__dsp_",29
"Lilley","Queensland","wife_pension__dsp_",20
"Longman","Queensland","wife_pension__dsp_",93
"Maranoa","Queensland","wife_pension__dsp_",105
"McPherson","Queensland","wife_pension__dsp_",35
"Moncrieff","Queensland","wife_pension__dsp_",25
"Moreton","Queensland","wife_pension__dsp_",21
"Oxley","Queensland","wife_pension__dsp_",46
"Petrie","Queensland","wife_pension__dsp_",52
"Rankin","Queensland","wife_pension__dsp_",80
"Ryan","Queensland","wife_pension__dsp_",20
"Wide Bay","Queensland","wife_pension__dsp_",108
"Wright","Queensland","wife_pension__dsp_",92
"Adelaide","South Australia","wife_pension__dsp_",28
"Barker","South Australia","wife_pension__dsp_",90
"Boothby","South Australia","wife_pension__dsp_",34
"Grey","South Australia","wife_pension__dsp_",111
"Hindmarsh","South Australia","wife_pension__dsp_",46
"Kingston","South Australia","wife_pension__dsp_",79
"Makin","South Australia","wife_pension__dsp_",62
"Mayo","South Australia","wife_pension__dsp_",63
"Port Adelaide","South Australia","wife_pension__dsp_",109
"Sturt","South Australia","wife_pension__dsp_",46
"Wakefield","South Australia","wife_pension__dsp_",105
"Brand","Western Australia","wife_pension__dsp_",76
"Canning","Western Australia","wife_pension__dsp_",73
"Cowan","Western Australia","wife_pension__dsp_",63
"Curtin","Western Australia","wife_pension__dsp_",20
"Durack","Western Australia","wife_pension__dsp_",44
"Forrest","Western Australia","wife_pension__dsp_",42
"Fremantle","Western Australia","wife_pension__dsp_",56
"Hasluck","Western Australia","wife_pension__dsp_",66
"Moore","Western Australia","wife_pension__dsp_",28
"O'Connor","Western Australia","wife_pension__dsp_",67
"Pearce","Western Australia","wife_pension__dsp_",61
"Perth","Western Australia","wife_pension__dsp_",43
"Stirling","Western Australia","wife_pension__dsp_",40
"Swan","Western Australia","wife_pension__dsp_",31
"Tangney","Western Australia","wife_pension__dsp_",20
"Bass","Tasmania","wife_pension__dsp_",48
"Braddon","Tasmania","wife_pension__dsp_",99
"Denison","Tasmania","wife_pension__dsp_",30
"Franklin","Tasmania","wife_pension__dsp_",63
"Lyons","Tasmania","wife_pension__dsp_",94
"Lingiari","Northern Territory","wife_pension__dsp_",20
"Solomon","Northern Territory","wife_pension__dsp_",20
"Canberra","Australian Capital Territory","wife_pension__dsp_",20
"Fraser","Australian Capital Territory","wife_pension__dsp_",20
"Unknown","Unknown","widow_b_pension",440
"Banks","New South Wales","widow_b_pension",20
"Barton","New South Wales","widow_b_pension",20
"Bennelong","New South Wales","widow_b_pension",20
"Berowra","New South Wales","widow_b_pension",20
"Blaxland","New South Wales","widow_b_pension",20
"Bradfield","New South Wales","widow_b_pension",20
"Calare","New South Wales","widow_b_pension",20
"Charlton","New South Wales","widow_b_pension",20
"Chifley","New South Wales","widow_b_pension",20
"Cook","New South Wales","widow_b_pension",20
"Cowper","New South Wales","widow_b_pension",20
"Cunningham","New South Wales","widow_b_pension",20
"Dobell","New South Wales","widow_b_pension",20
"Eden-Monaro","New South Wales","widow_b_pension",20
"Farrer","New South Wales","widow_b_pension",20
"Fowler","New South Wales","widow_b_pension",20
"Gilmore","New South Wales","widow_b_pension",20
"Grayndler","New South Wales","widow_b_pension",20
"Greenway","New South Wales","widow_b_pension",20
"Hughes","New South Wales","widow_b_pension",20
"Hume","New South Wales","widow_b_pension",20
"Hunter","New South Wales","widow_b_pension",20
"Kingsford Smith","New South Wales","widow_b_pension",20
"Lindsay","New South Wales","widow_b_pension",20
"Lyne","New South Wales","widow_b_pension",20
"Macarthur","New South Wales","widow_b_pension",20
"Mackellar","New South Wales","widow_b_pension",20
"Macquarie","New South Wales","widow_b_pension",20
"McMahon","New South Wales","widow_b_pension",20
"Mitchell","New South Wales","widow_b_pension",20
"New England","New South Wales","widow_b_pension",20
"Newcastle","New South Wales","widow_b_pension",20
"North Sydney","New South Wales","widow_b_pension",20
"Page","New South Wales","widow_b_pension",20
"Parkes","New South Wales","widow_b_pension",20
"Parramatta","New South Wales","widow_b_pension",20
"Paterson","New South Wales","widow_b_pension",20
"Reid","New South Wales","widow_b_pension",20
"Richmond","New South Wales","widow_b_pension",20
"Riverina","New South Wales","widow_b_pension",20
"Robertson","New South Wales","widow_b_pension",20
"Shortland","New South Wales","widow_b_pension",20
"Sydney","New South Wales","widow_b_pension",20
"Throsby","New South Wales","widow_b_pension",20
"Warringah","New South Wales","widow_b_pension",20
"Watson","New South Wales","widow_b_pension",20
"Wentworth","New South Wales","widow_b_pension",20
"Werriwa","New South Wales","widow_b_pension",20
"Aston","Victoria","widow_b_pension",20
"Ballarat","Victoria","widow_b_pension",20
"Batman","Victoria","widow_b_pension",20
"Bendigo","Victoria","widow_b_pension",20
"Bruce","Victoria","widow_b_pension",20
"Calwell","Victoria","widow_b_pension",20
"Casey","Victoria","widow_b_pension",20
"Chisholm","Victoria","widow_b_pension",20
"Corangamite","Victoria","widow_b_pension",20
"Corio","Victoria","widow_b_pension",20
"Deakin","Victoria","widow_b_pension",20
"Dunkley","Victoria","widow_b_pension",20
"Flinders","Victoria","widow_b_pension",20
"Gellibrand","Victoria","widow_b_pension",20
"Gippsland","Victoria","widow_b_pension",20
"Goldstein","Victoria","widow_b_pension",20
"Gorton","Victoria","widow_b_pension",20
"Higgins","Victoria","widow_b_pension",20
"Holt","Victoria","widow_b_pension",20
"Hotham","Victoria","widow_b_pension",20
"Indi","Victoria","widow_b_pension",20
"Isaacs","Victoria","widow_b_pension",20
"Jagajaga","Victoria","widow_b_pension",20
"Kooyong","Victoria","widow_b_pension",20
"La Trobe","Victoria","widow_b_pension",20
"Lalor","Victoria","widow_b_pension",20
"Mallee","Victoria","widow_b_pension",20
"Maribyrnong","Victoria","widow_b_pension",20
"McEwen","Victoria","widow_b_pension",20
"McMillan","Victoria","widow_b_pension",20
"Melbourne","Victoria","widow_b_pension",20
"Melbourne Ports","Victoria","widow_b_pension",20
"Menzies","Victoria","widow_b_pension",20
"Murray","Victoria","widow_b_pension",20
"Scullin","Victoria","widow_b_pension",20
"Wannon","Victoria","widow_b_pension",20
"Wills","Victoria","widow_b_pension",20
"Blair","Queensland","widow_b_pension",20
"Bonner","Queensland","widow_b_pension",20
"Bowman","Queensland","widow_b_pension",20
"Brisbane","Queensland","widow_b_pension",20
"Capricornia","Queensland","widow_b_pension",20
"Dawson","Queensland","widow_b_pension",20
"Dickson","Queensland","widow_b_pension",20
"Fadden","Queensland","widow_b_pension",20
"Fairfax","Queensland","widow_b_pension",20
"Fisher","Queensland","widow_b_pension",20
"Flynn","Queensland","widow_b_pension",20
"Forde","Queensland","widow_b_pension",20
"Griffith","Queensland","widow_b_pension",20
"Groom","Queensland","widow_b_pension",20
"Herbert","Queensland","widow_b_pension",20
"Hinkler","Queensland","widow_b_pension",20
"Kennedy","Queensland","widow_b_pension",20
"Leichhardt","Queensland","widow_b_pension",20
"Lilley","Queensland","widow_b_pension",20
"Longman","Queensland","widow_b_pension",20
"Maranoa","Queensland","widow_b_pension",20
"McPherson","Queensland","widow_b_pension",20
"Moncrieff","Queensland","widow_b_pension",20
"Moreton","Queensland","widow_b_pension",20
"Oxley","Queensland","widow_b_pension",20
"Petrie","Queensland","widow_b_pension",20
"Rankin","Queensland","widow_b_pension",20
"Ryan","Queensland","widow_b_pension",20
"Wide Bay","Queensland","widow_b_pension",20
"Wright","Queensland","widow_b_pension",20
"Adelaide","South Australia","widow_b_pension",20
"Barker","South Australia","widow_b_pension",20
"Boothby","South Australia","widow_b_pension",20
"Grey","South Australia","widow_b_pension",20
"Hindmarsh","South Australia","widow_b_pension",20
"Kingston","South Australia","widow_b_pension",20
"Makin","South Australia","widow_b_pension",20
"Mayo","South Australia","widow_b_pension",20
"Port Adelaide","South Australia","widow_b_pension",20
"Sturt","South Australia","widow_b_pension",20
"Wakefield","South Australia","widow_b_pension",20
"Brand","Western Australia","widow_b_pension",20
"Canning","Western Australia","widow_b_pension",20
"Cowan","Western Australia","widow_b_pension",20
"Curtin","Western Australia","widow_b_pension",20
"Durack","Western Australia","widow_b_pension",20
"Forrest","Western Australia","widow_b_pension",20
"Fremantle","Western Australia","widow_b_pension",20
"Hasluck","Western Australia","widow_b_pension",20
"Moore","Western Australia","widow_b_pension",20
"O'Connor","Western Australia","widow_b_pension",20
"Pearce","Western Australia","widow_b_pension",20
"Perth","Western Australia","widow_b_pension",20
"Stirling","Western Australia","widow_b_pension",20
"Swan","Western Australia","widow_b_pension",20
"Tangney","Western Australia","widow_b_pension",20
"Bass","Tasmania","widow_b_pension",20
"Braddon","Tasmania","widow_b_pension",20
"Denison","Tasmania","widow_b_pension",20
"Franklin","Tasmania","widow_b_pension",20
"Lyons","Tasmania","widow_b_pension",20
"Lingiari","Northern Territory","widow_b_pension",20
"Solomon","Northern Territory","widow_b_pension",20
"Canberra","Australian Capital Territory","widow_b_pension",20
"Fraser","Australian Capital Territory","widow_b_pension",20
"Unknown","Unknown","youth_allowance__other_",91
"Banks","New South Wales","youth_allowance__other_",291
"Barton","New South Wales","youth_allowance__other_",270
"Bennelong","New South Wales","youth_allowance__other_",161
"Berowra","New South Wales","youth_allowance__other_",108
"Blaxland","New South Wales","youth_allowance__other_",776
"Bradfield","New South Wales","youth_allowance__other_",82
"Calare","New South Wales","youth_allowance__other_",1014
"Charlton","New South Wales","youth_allowance__other_",896
"Chifley","New South Wales","youth_allowance__other_",1309
"Cook","New South Wales","youth_allowance__other_",227
"Cowper","New South Wales","youth_allowance__other_",1312
"Cunningham","New South Wales","youth_allowance__other_",673
"Dobell","New South Wales","youth_allowance__other_",1014
"Eden-Monaro","New South Wales","youth_allowance__other_",781
"Farrer","New South Wales","youth_allowance__other_",1053
"Fowler","New South Wales","youth_allowance__other_",896
"Gilmore","New South Wales","youth_allowance__other_",940
"Grayndler","New South Wales","youth_allowance__other_",353
"Greenway","New South Wales","youth_allowance__other_",428
"Hughes","New South Wales","youth_allowance__other_",275
"Hume","New South Wales","youth_allowance__other_",695
"Hunter","New South Wales","youth_allowance__other_",1177
"Kingsford Smith","New South Wales","youth_allowance__other_",307
"Lindsay","New South Wales","youth_allowance__other_",950
"Lyne","New South Wales","youth_allowance__other_",1185
"Macarthur","New South Wales","youth_allowance__other_",762
"Mackellar","New South Wales","youth_allowance__other_",133
"Macquarie","New South Wales","youth_allowance__other_",565
"McMahon","New South Wales","youth_allowance__other_",626
"Mitchell","New South Wales","youth_allowance__other_",98
"New England","New South Wales","youth_allowance__other_",1405
"Newcastle","New South Wales","youth_allowance__other_",864
"North Sydney","New South Wales","youth_allowance__other_",70
"Page","New South Wales","youth_allowance__other_",1363
"Parkes","New South Wales","youth_allowance__other_",1420
"Parramatta","New South Wales","youth_allowance__other_",567
"Paterson","New South Wales","youth_allowance__other_",894
"Reid","New South Wales","youth_allowance__other_",340
"Richmond","New South Wales","youth_allowance__other_",1002
"Riverina","New South Wales","youth_allowance__other_",890
"Robertson","New South Wales","youth_allowance__other_",702
"Shortland","New South Wales","youth_allowance__other_",858
"Sydney","New South Wales","youth_allowance__other_",328
"Throsby","New South Wales","youth_allowance__other_",892
"Warringah","New South Wales","youth_allowance__other_",98
"Watson","New South Wales","youth_allowance__other_",467
"Wentworth","New South Wales","youth_allowance__other_",115
"Werriwa","New South Wales","youth_allowance__other_",803
"Aston","Victoria","youth_allowance__other_",426
"Ballarat","Victoria","youth_allowance__other_",1100
"Batman","Victoria","youth_allowance__other_",512
"Bendigo","Victoria","youth_allowance__other_",905
"Bruce","Victoria","youth_allowance__other_",634
"Calwell","Victoria","youth_allowance__other_",1031
"Casey","Victoria","youth_allowance__other_",512
"Chisholm","Victoria","youth_allowance__other_",276
"Corangamite","Victoria","youth_allowance__other_",593
"Corio","Victoria","youth_allowance__other_",1121
"Deakin","Victoria","youth_allowance__other_",394
"Dunkley","Victoria","youth_allowance__other_",738
"Flinders","Victoria","youth_allowance__other_",609
"Gellibrand","Victoria","youth_allowance__other_",684
"Gippsland","Victoria","youth_allowance__other_",1086
"Goldstein","Victoria","youth_allowance__other_",143
"Gorton","Victoria","youth_allowance__other_",1047
"Higgins","Victoria","youth_allowance__other_",185
"Holt","Victoria","youth_allowance__other_",1119
"Hotham","Victoria","youth_allowance__other_",326
"Indi","Victoria","youth_allowance__other_",741
"Isaacs","Victoria","youth_allowance__other_",566
"Jagajaga","Victoria","youth_allowance__other_",320
"Kooyong","Victoria","youth_allowance__other_",94
"La Trobe","Victoria","youth_allowance__other_",473
"Lalor","Victoria","youth_allowance__other_",1088
"Mallee","Victoria","youth_allowance__other_",939
"Maribyrnong","Victoria","youth_allowance__other_",602
"McEwen","Victoria","youth_allowance__other_",742
"McMillan","Victoria","youth_allowance__other_",934
"Melbourne","Victoria","youth_allowance__other_",435
"Melbourne Ports","Victoria","youth_allowance__other_",230
"Menzies","Victoria","youth_allowance__other_",175
"Murray","Victoria","youth_allowance__other_",955
"Scullin","Victoria","youth_allowance__other_",659
"Wannon","Victoria","youth_allowance__other_",835
"Wills","Victoria","youth_allowance__other_",579
"Blair","Queensland","youth_allowance__other_",1397
"Bonner","Queensland","youth_allowance__other_",566
"Bowman","Queensland","youth_allowance__other_",648
"Brisbane","Queensland","youth_allowance__other_",434
"Capricornia","Queensland","youth_allowance__other_",899
"Dawson","Queensland","youth_allowance__other_",920
"Dickson","Queensland","youth_allowance__other_",681
"Fadden","Queensland","youth_allowance__other_",904
"Fairfax","Queensland","youth_allowance__other_",899
"Fisher","Queensland","youth_allowance__other_",835
"Flynn","Queensland","youth_allowance__other_",922
"Forde","Queensland","youth_allowance__other_",1188
"Griffith","Queensland","youth_allowance__other_",483
"Groom","Queensland","youth_allowance__other_",898
"Herbert","Queensland","youth_allowance__other_",1385
"Hinkler","Queensland","youth_allowance__other_",1526
"Kennedy","Queensland","youth_allowance__other_",1501
"Leichhardt","Queensland","youth_allowance__other_",1759
"Lilley","Queensland","youth_allowance__other_",710
"Longman","Queensland","youth_allowance__other_",1385
"Maranoa","Queensland","youth_allowance__other_",1014
"McPherson","Queensland","youth_allowance__other_",815
"Moncrieff","Queensland","youth_allowance__other_",1030
"Moreton","Queensland","youth_allowance__other_",639
"Oxley","Queensland","youth_allowance__other_",1083
"Petrie","Queensland","youth_allowance__other_",1086
"Rankin","Queensland","youth_allowance__other_",1544
"Ryan","Queensland","youth_allowance__other_",321
"Wide Bay","Queensland","youth_allowance__other_",1314
"Wright","Queensland","youth_allowance__other_",809
"Adelaide","South Australia","youth_allowance__other_",666
"Barker","South Australia","youth_allowance__other_",904
"Boothby","South Australia","youth_allowance__other_",497
"Grey","South Australia","youth_allowance__other_",1400
"Hindmarsh","South Australia","youth_allowance__other_",589
"Kingston","South Australia","youth_allowance__other_",1135
"Makin","South Australia","youth_allowance__other_",754
"Mayo","South Australia","youth_allowance__other_",531
"Port Adelaide","South Australia","youth_allowance__other_",1290
"Sturt","South Australia","youth_allowance__other_",464
"Wakefield","South Australia","youth_allowance__other_",1795
"Brand","Western Australia","youth_allowance__other_",866
"Canning","Western Australia","youth_allowance__other_",857
"Cowan","Western Australia","youth_allowance__other_",519
"Curtin","Western Australia","youth_allowance__other_",105
"Durack","Western Australia","youth_allowance__other_",1521
"Forrest","Western Australia","youth_allowance__other_",716
"Fremantle","Western Australia","youth_allowance__other_",502
"Hasluck","Western Australia","youth_allowance__other_",792
"Moore","Western Australia","youth_allowance__other_",346
"O'Connor","Western Australia","youth_allowance__other_",837
"Pearce","Western Australia","youth_allowance__other_",636
"Perth","Western Australia","youth_allowance__other_",505
"Stirling","Western Australia","youth_allowance__other_",472
"Swan","Western Australia","youth_allowance__other_",552
"Tangney","Western Australia","youth_allowance__other_",163
"Bass","Tasmania","youth_allowance__other_",969
"Braddon","Tasmania","youth_allowance__other_",930
"Denison","Tasmania","youth_allowance__other_",751
"Franklin","Tasmania","youth_allowance__other_",572
"Lyons","Tasmania","youth_allowance__other_",773
"Lingiari","Northern Territory","youth_allowance__other_",2061
"Solomon","Northern Territory","youth_allowance__other_",442
"Canberra","Australian Capital Territory","youth_allowance__other_",447
